K,url_core,gini,N_url
20,dpgmedia,0.152894557915206,2008
20,zorgvisie,0.450415409521741,66
20,nrc,0.157102156167677,1303
20,speld,0.266907952730274,90
20,tpo,0.516853088349413,293
20,nos,0.169640276957109,3628
20,volkskrant,0.140494013870813,1340
20,limburger,0.25685783944464,75
20,sp,0.32369282835184,421
20,vvd,0.193991010424472,94
20,bnnvara,0.218146077429343,185
20,facebook,0.263114344610158,354
20,parool,0.225538400069561,344
20,vn,0.298701020072226,60
20,at5,0.382477103226963,85
20,luchtvaartnieuws,0.396664244040797,15
20,rtlnieuws,0.161286971193519,972
20,rd,0.235904477911842,75
20,nporadio1,0.150010502064194,155
20,israelnationalnews,0.990892900454526,5
20,europa-nu,0.6931228729298,2
20,wnl,0.254114588215112,175
20,telegraaf,0.195530302847099,528
20,pvda,0.380124172030359,167
20,pvv,0.36933626065312,208
20,lc,0.39967053897183,16
20,medischcontact,0.376984932593316,37
20,christenunie,0.200342550757716,214
20,nieuwsblad,0.380110711218866,11
20,tweakers,0.403021524336232,16
20,blikopnieuws,0.628329510587515,2
20,elsevierweekblad,0.34243904429998,87
20,binnenlandsbestuur,0.575458643661987,47
20,nu,0.174023457278198,933
20,dagelijksestandaard,0.336552937853534,148
20,linkedin,0.378393016393711,21
20,raadrvs,0.787041309373153,1
20,unhcr,0.997424401770047,2
20,groningsperspectief,0.671230802293631,1
20,medium,0.503669185527075,11
20,cnvconnectief,0.871722743225833,1
20,transport-online,0.432165480110613,6
20,trouw,0.997938011868488,396
20,groenlinks,0.254435676387178,215
20,politico,0.948351811910968,16
20,d66,0.297199949722664,42
20,rijksoverheid,0.248260586495973,281
20,omroepwest,0.297490525320854,77
20,latribune,0.969663012022857,2
20,timesofisrael,0.999558624258208,7
20,metronieuws,0.300936524811192,32
20,dagblad010,0.406380067768376,11
20,sunstar,0.992608230088564,1
20,haberler,0.895655306404033,1
20,renepetersoss,0.419115914385739,148
20,cbs,0.570559808969945,112
20,dvhn,0.411794274423885,17
20,rtvdrenthe,0.328682939654164,34
20,maritiemland,0.760122026126572,1
20,bnr,0.185106712536542,198
20,groene,0.258765701738874,87
20,avrotros,0.202180783800989,213
20,pvdarbe,0.704533237231936,6
20,d2vry01uvf8h31,0.487328870969713,14
20,maastrichtuniversity,0.856202222505489,1
20,vox,1,1
20,skipr,0.404037690184079,73
20,degoedezaak,0.418053552561431,15
20,welt,0.830157324067133,14
20,dutchturks,0.659669322442143,6
20,kromkommer,0.848246867799187,1
20,omgevingsweb,0.93438061678399,1
20,buurtenregio,0.719547925012241,2
20,cidi,0.60764252703609,18
20,independent,0.978217224610713,23
20,mboraad,0.887974692298786,2
20,omroepgelderland,0.303339399366599,61
20,duurzaambedrijfsleven,0.457802487588653,9
20,barneveldsekrant,0.644765277383173,2
20,1limburg,0.292167917756748,53
20,kliknieuws,0.588915949337403,4
20,belastingdienst,0.62401836536849,3
20,omropfryslan,0.372357902606247,38
20,omroepzeeland,0.466179096442123,22
20,rtvnoord,0.333041555538476,314
20,partijvoordedieren,0.430739158198927,224
20,rijnmond,0.304957747920649,58
20,decorrespondent,0.233638380292039,79
20,nieuws,0.330462608015277,14
20,sputniknews,1,1
20,zakenreisnieuws,0.638285328979368,2
20,parlementairemonitor,0.581152809884287,53
20,dekanttekening,0.652063662333429,4
20,rtvoost,0.307044135947441,106
20,algemeiner,0.960674943148772,2
20,metaalunie,0.717159370418521,1
20,tjeerddegroot,0.589298645916414,6
20,oneworld,0.409298373202378,16
20,foodlog,0.581103372106,18
20,v-focus,0.558349932072056,6
20,boerenbusiness,0.489341443443173,26
20,nieuweoogst,0.357758057077849,59
20,kro-ncrv,0.318162806234622,19
20,ukrant,0.642563802797149,3
