url_core,gini_centered,max_party,rel_party,N_party,N_url
laopiniondezamora,0.89830034549487,Cs,0.000288184438040346,1,9
leonoticias,0.848758222118132,PSOE,0.0011577996159494,41,80
zamora3punto0,1,PSOE,2.8239015023156e-05,1,1
tribunazamora,1,PSOE,2.8239015023156e-05,1,1
riazor,1,Misc.,6.58197854274995e-05,1,1
dlvr,0.975873062235823,PsdeG-PSOE,0.00225588140509185,7,12
galiciaconfidencial,0.982864076729339,PsdeG-PSOE,0.014179825974863,44,71
eldiariorural,0.939391893757844,UP,0.000101255569056298,1,2
historiadegalicia,0.950655816770787,Misc.,6.58197854274995e-05,1,2
novocinemagalego,1,Misc.,6.58197854274995e-05,1,1
mites,0.797575892725981,Misc.,0.00111893635226749,17,34
consellodecontas,1,Misc.,6.58197854274995e-05,1,1
crtvg,0.928297530474189,PsdeG-PSOE,0.00322268772155978,10,43
encomun,1,Misc.,0.00322516948594748,49,49
frenalacurva,1,Misc.,6.58197854274995e-05,1,1
juntaelectoralcentral,0.925277816713513,Misc.,6.58197854274995e-05,1,3
nosdiario,0.885472672249879,PsdeG-PSOE,0.00676764421527554,21,112
praza,0.926506056185202,PsdeG-PSOE,0.00322268772155978,10,52
diariodotamega,0.973907705761663,PsdeG-PSOE,0.000322268772155978,1,2
economiadigital,0.703899362545586,Cs,0.00115273775216138,4,40
obarbanza,1,Misc.,0.000131639570854999,2,2
ift,0.954201173324744,ERC-CATSÍ,0.00048828125,1,4
laopinioncoruna,0.881329232458659,PsdeG-PSOE,0.000966806316467934,3,35
investi,1,Misc.,6.58197854274995e-05,1,1
sputniknews,0.873090297532767,ERC-S,0.000268096514745308,1,6
nostelevision,0.953811192265891,Misc.,6.58197854274995e-05,1,2
notasperiodismopopular,1,Misc.,6.58197854274995e-05,1,1
spanishrevolution,0.817235169538147,UP,0.000708788983394087,7,15
vigohoy,0.950655816770787,Misc.,6.58197854274995e-05,1,2
ansa,1,Misc.,6.58197854274995e-05,1,1
elprogreso,0.929444544528362,PsdeG-PSOE,0.00322268772155978,10,30
enfermeirasenloita,1,Misc.,6.58197854274995e-05,1,1
nbcnews,0.953811192265891,Misc.,6.58197854274995e-05,1,2
infobae,0.808727518848006,ERC-S,0.000268096514745308,1,10
noticiasvigo,0.950655816770787,Misc.,0.000197459356282499,3,6
seattletimes,1,Misc.,6.58197854274995e-05,1,1
wikiart,1,Misc.,6.58197854274995e-05,1,1
uol,0.99664128722442,ERC-S,0.00589812332439678,22,24
arabalears,0.916789936315853,UP,0.000303766707168894,3,5
ib3,0.88822786409747,UP,0.000202511138112596,2,7
niusdiario,0.658138448671517,Cs,0.000576368876080692,2,26
featherweightgames,1,PSOE,2.8239015023156e-05,1,1
aguilarnoticias,1,PSOE,5.6478030046312e-05,2,2
ahoracordoba,0.931696797973973,PSOE,5.6478030046312e-05,2,3
arainfo,0.944913907063135,UP,0.000202511138112596,2,6
huelva24,0.922404073685454,PP,0.000372948781700646,12,15
madskillsmx,1,PSOE,8.4717045069468e-05,3,3
poderosos,1,PSOE,2.8239015023156e-05,1,1
andalucesdiario,1,PSOE,0.00056478030046312,20,20
shangay,0.928952715420389,Misc.,6.58197854274995e-05,1,3
solienses,1,PSOE,2.8239015023156e-05,1,1
tinyurl,0.862783789103927,JxCat-JUNTS,0.00129533678756477,3,13
madinfor,1,PSOE,2.8239015023156e-05,1,1
abogacia,0.934163116894493,JxCat-JUNTS,0.000431778929188256,1,6
aerotendencias,1,PSOE,2.8239015023156e-05,1,1
airef,0.96485566932175,JxCat-JUNTS,0.000431778929188256,1,4
cascaraamarga,0.903667873582836,UP,0.000101255569056298,1,3
ceaqua,0.953811192265891,Misc.,6.58197854274995e-05,1,2
cienciasambientales,1,PSOE,2.8239015023156e-05,1,1
elglobal,0.920831028543765,Cs,0.000288184438040346,1,4
espanaexterior,0.927437658120478,PsdeG-PSOE,0.000322268772155978,1,7
gacetadeltaxi,0.929917683792223,UP,0.000101255569056298,1,4
juntadeandalucia,0.994725366648981,PSOE,0.00437704732858918,155,160
lafuentezuela,1,PSOE,2.8239015023156e-05,1,1
laverdad,0.878048645060737,UP,0.00820170109356015,81,212
minuto90,1,PSOE,2.8239015023156e-05,1,1
noticiasdealmeria,0.917331508636198,PP,0.000839134758826455,27,34
noticiasdenavarra,0.946136974630772,EH Bildu,0.00509683995922528,5,20
ondamenciaradio,1,PSOE,2.8239015023156e-05,1,1
psoealmeria,1,PSOE,0.00127075567604202,45,45
revistavanityfair,0.810207978254912,UP,0.000202511138112596,2,11
teinteresa,0.946975523273679,PSC-PSOE,0.0020246067590718,13,21
vix,1,PSOE,5.6478030046312e-05,2,2
xn--crdoba-bxa,0.926759870891965,PP,3.10790651417205e-05,1,2
tumblr,1,PSOE,0.000254151135208404,9,9
marfeel,1,PSOE,2.8239015023156e-05,1,1
cordobabn,0.946555225286206,PSOE,0.000169434090138936,6,8
ecoinventos,0.966803967925127,PSOE,0.000112956060092624,4,5
economia3,0.926081463073358,Cs,0.000288184438040346,1,6
avaaz,0.839133869481382,ERC-S,0.000536193029490617,2,9
guillermomeijon,0.870433582576525,PsdeG-PSOE,0.00128907508862391,4,32
investing,0.97661568845518,Cs,0.00403458213256484,14,18
mailchi,0.811567532165781,PsdeG-PSOE,0.000966806316467934,3,18
murciaeconomia,1,PSOE,5.6478030046312e-05,2,2
shar,0.958382589591757,EAJ-PNV,0.00696055684454756,3,56
socialismodecuartageneracion,1,PSOE,2.8239015023156e-05,1,1
tendenciashoy,1,PSOE,2.8239015023156e-05,1,1
diariofarma,0.884989866107638,Cs,0.000576368876080692,2,10
diariojaen,0.93631756511329,PSOE,0.000310629165254716,11,15
fundacionaquae,1,PSOE,2.8239015023156e-05,1,1
mtbpro,1,PSOE,2.8239015023156e-05,1,1
osoigo,0.946745983717761,EAJ-PNV,0.00464037122969838,2,27
que,0.959056403454795,PSC-PSOE,0.000155738981467061,1,3
republica,0.780112520821331,Cs,0.000864553314121038,3,20
togayther,1,PSOE,2.8239015023156e-05,1,1
tradebike,1,PSOE,2.8239015023156e-05,1,1
cabildodelanzarote,1,PSOE,0.000621258330509432,22,22
eldiariodelaeducacion,0.882241285641868,UP,0.000405022276225192,4,17
fb,0.876261333721737,EAJ-PNV,0.00232018561484919,1,55
camaralanzarote,1,PSOE,5.6478030046312e-05,2,2
lavozdelanzarote,0.953811192265891,Misc.,0.000131639570854999,2,4
oxfamintermon,0.862366150002323,ERC-S,0.000268096514745308,1,10
diariodelanzarote,0.901767860624826,PSOE,0.000197673105162092,7,9
joindiaspora,1,PSOE,5.6478030046312e-05,2,2
eltime,0.926759870891965,PP,3.10790651417205e-05,1,2
psoecanarias,1,PSOE,0.0007059753755789,25,25
hekay,1,PSOE,2.8239015023156e-05,1,1
jovenespromesas,1,PSOE,2.8239015023156e-05,1,1
fbcdn,1,PSOE,2.8239015023156e-05,1,1
palabrasalvuelo,1,PSOE,2.8239015023156e-05,1,1
sietemasuna,1,PSOE,2.8239015023156e-05,1,1
tendiendosecretos,1,PSOE,2.8239015023156e-05,1,1
trucosdecasa,1,PSOE,2.8239015023156e-05,1,1
albatrossthefilm,1,PSOE,2.8239015023156e-05,1,1
doyoubuzz,1,PSOE,2.8239015023156e-05,1,1
lancelotdigital,0.908678567593167,Misc.,0.000131639570854999,2,6
psoelanzarote,1,PSOE,2.8239015023156e-05,1,1
yourexquisitecadaver,1,PSOE,2.8239015023156e-05,1,1
biosferadigital,0.953811192265891,Misc.,0.000197459356282499,3,6
culturainquieta,0.935508188843621,PsdeG-PSOE,0.000322268772155978,1,3
canariascultura,1,PSOE,2.8239015023156e-05,1,1
adobe,0.926759870891965,PP,3.10790651417205e-05,1,2
issuu,0.767906236697873,PsdeG-PSOE,0.000966806316467934,3,30
lamenteesmaravillosa,1,PSOE,2.8239015023156e-05,1,1
partidosocialistadelanzarote,1,PSOE,5.6478030046312e-05,2,2
pijamasurf,0.940758531239022,VOX,4.50958286358512e-05,1,2
psoearrecife,1,PSOE,0.000112956060092624,4,4
psoetias,1,PSOE,2.8239015023156e-05,1,1
aecc,0.826509077726645,Misc.,6.58197854274995e-05,1,4
coolturalanzarote,1,PSOE,2.8239015023156e-05,1,1
elclubdeloslibrosperdidos,0.931696797973973,PSOE,5.6478030046312e-05,2,3
fundacion-ninodiaz,1,PSOE,5.6478030046312e-05,2,2
grandesmedios,1,PSOE,0.000649497345532588,23,23
laslibreriasrecomiendan,1,PSOE,2.8239015023156e-05,1,1
thisiscolossal,1,PSOE,2.8239015023156e-05,1,1
guerra,1,PP,3.10790651417205e-05,1,1
canariasenhora,0.93399146788025,PP,0.000963451019393337,31,42
estadoturismo,1,PP,3.10790651417205e-05,1,1
administracion,0.956113281183253,PSC-PSOE,0.000155738981467061,1,3
red,1,PP,6.21581302834411e-05,2,2
administracionelectronica,1,PP,3.10790651417205e-05,1,1
ted,0.926759870891965,PP,3.10790651417205e-05,1,2
marketingpoliticoenlared,1,PP,3.10790651417205e-05,1,1
grancanaria,0.925277816713513,Misc.,0.000394918712564997,6,18
myshopify,1,PP,3.10790651417205e-05,1,1
canariasnoticias,1,PP,9.32371954251616e-05,3,3
amalialopezacera,1,PP,3.10790651417205e-05,1,1
laspalmasgc,0.998778525967136,Misc.,0.0116501020206674,177,180
lucasferrera,1,PP,3.10790651417205e-05,1,1
mecd,0.949846973727178,PP,9.32371954251616e-05,3,4
muycomputerpro,1,PP,3.10790651417205e-05,1,1
jaimepereira,1,PP,3.10790651417205e-05,1,1
alejandrobarros,1,PP,3.10790651417205e-05,1,1
bestreviews,1,PP,3.10790651417205e-05,1,1
ciclosfera,0.953525814478381,PP,0.000310790651417205,10,12
parador,1,PP,3.10790651417205e-05,1,1
aepd,1,PP,3.10790651417205e-05,1,1
ppparlamentodecanarias,1,PP,6.21581302834411e-05,2,2
empleo,0.964236093357846,PP,0.000279711586275485,9,12
radiofarodelnoroeste,1,PP,3.10790651417205e-05,1,1
vergrancanaria,1,PP,3.10790651417205e-05,1,1
vimeo,0.759739650869773,ERC-S,0.00134048257372654,5,41
cbislascanarias,1,PP,3.10790651417205e-05,1,1
cumpplimos,1,PP,0.000124316260566882,4,4
digitalfarocanarias,0.900130013250433,UP,0.000202511138112596,2,5
baradis,1,PP,0.000186474390850323,6,6
feb,1,PP,3.10790651417205e-05,1,1
gobiernodecanarias,0.947976534193892,Misc.,0.000263279141709998,4,7
grancanariacultura,1,PP,3.10790651417205e-05,1,1
grancanariadeportes,1,PP,3.10790651417205e-05,1,1
humannova,1,PP,3.10790651417205e-05,1,1
inap,1,PP,3.10790651417205e-05,1,1
incibe,1,PP,3.10790651417205e-05,1,1
infonortedigital,1,PP,3.10790651417205e-05,1,1
libreriadelcabildo,1,PP,3.10790651417205e-05,1,1
noticanarias,0.903334254368713,UP,0.000101255569056298,1,4
novagob,0.892356144378404,Misc.,6.58197854274995e-05,1,3
opendatasoft,1,PP,3.10790651417205e-05,1,1
participarenserio,1,PP,0.000279711586275485,9,9
ppdecanarias,1,PP,3.10790651417205e-05,1,1
revistatara,1,PP,3.10790651417205e-05,1,1
slideshare,0.965701575212871,EAJ-PNV,0.00232018561484919,1,6
teldeactualidad,0.925277816713513,Misc.,0.000131639570854999,2,6
transparencia,0.929459111668596,Misc.,0.000131639570854999,2,4
udlaspalmas,0.925277816713513,Misc.,6.58197854274995e-05,1,3
usab,1,PP,3.10790651417205e-05,1,1
ync,1,PP,3.10790651417205e-05,1,1
osi,0.958708503865393,PSOE,8.4717045069468e-05,3,4
xn--escndalo-bza,1,Cs,0.000288184438040346,1,1
alacontra,0.985023672954998,Cs,0.000288184438040346,1,2
alnavio,1,Cs,0.000288184438040346,1,1
barcelonahoy,1,Cs,0.000288184438040346,1,1
ciudadanos-cs,0.994219566517464,Cs,0.00778097982708934,27,30
hoyaragon,0.954996441450458,Cs,0.000864553314121038,3,12
lapoliticaonline,0.996007723124962,Cs,0.00576368876080692,20,23
madridiario,0.744834920425216,Cs,0.000576368876080692,2,20
pressdigital,0.972704460893437,Cs,0.000288184438040346,1,3
tranquil,0.943469002674992,ERC-S,0.000268096514745308,1,2
adretscivils,1,ERC-S,0.000536193029490617,2,2
arallibres,1,ERC-S,0.000268096514745308,1,1
rebrand,0.916784899158126,JxCat-JUNTS,0.00129533678756477,3,7
caixadesolidaritat,0.902859229121898,ERC-CATSÍ,0.00390625,8,23
cataladigital,1,ERC-S,0.000268096514745308,1,1
ce,1,ERC-S,0.000268096514745308,1,1
cel,1,ERC-S,0.00268096514745308,10,10
clar,1,ERC-S,0.000268096514745308,1,1
larepublica,0.783285519376883,JxCat-JUNTS,0.0038860103626943,9,54
elmon,0.813158270414164,ERC-CATSÍ,0.01416015625,29,182
interpel,0.965372546835255,ERC-S,0.000536193029490617,2,3
revoltats,1,ERC-S,0.000268096514745308,1,1
somel80,0.96374527112232,ECP-GUAYEM EL CANVI,0.000869565217391304,1,2
avantguarda,1,ERC-S,0.000268096514745308,1,1
diaridegirona,0.884333676960354,PSC-PSOE,0.0183771998131132,118,150
emporda,0.896108587066453,ERC-S,0.00107238605898123,4,8
diacritic,0.991103436267927,ERC-S,0.00107238605898123,4,5
poderjudicial,0.930965008686774,JxCat-JUNTS,0.00215889464594128,5,12
tvcostabrava,0.975042571484967,ERC-S,0.000804289544235925,3,4
xn--montgr-8va,1,ERC-S,0.000268096514745308,1,1
radiocapital,1,ERC-S,0.000536193029490617,2,2
canalrepublica,1,ERC-S,0.000268096514745308,1,1
petities,1,ERC-S,0.000268096514745308,1,1
vilaweb,0.749952265634433,Misc.,0.0251431580333048,382,558
directa,0.885220993347146,ERC-S,0.00428954423592493,16,44
govern,0.908487044503799,ERC-S,0.00294906166219839,11,18
llibreriesobertes,0.912525953275867,ERC-S,0.000536193029490617,2,4
usvolemacasa,1,ERC-S,0.000268096514745308,1,1
wixsite,0.991571250053669,ERC-S,0.000536193029490617,2,3
abacus,1,ERC-S,0.000268096514745308,1,1
esquerra,0.939588574394002,ERC-S,0.0289544235924933,108,145
garrotxadigital,0.963552813798313,JxCat-JUNTS,0.000863557858376511,2,3
gerio,0.960313942709288,ERC-S,0.00134048257372654,5,8
informacionobrera,0.981431110143981,ERC-CATSÍ,0.001953125,4,5
omnium,0.919683632645275,JxCat-JUNTS,0.000431778929188256,1,3
fakali,1,PSOE,0.000367107195301028,13,13
un,0.713760803937903,UP,0.000506277845281491,5,24
periodicodigitalgratis,1,PSOE,2.8239015023156e-05,1,1
amuradi,1,PSOE,2.8239015023156e-05,1,1
elespectador,0.963011048718161,Misc.,0.000526558283419996,8,10
unionromani,0.973229793158884,ERC-S,0.000268096514745308,1,3
sevilladirecto,0.965048700154108,Cs,0.000288184438040346,1,4
us,0.958708503865393,PSOE,8.4717045069468e-05,3,4
elcorreoweb,0.968728041555035,PSOE,0.000790692420648368,28,31
hypotheses,1,PSOE,2.8239015023156e-05,1,1
blogsterapp,1,PSOE,0.000225912120185248,8,8
intef,1,PSOE,0.000112956060092624,4,4
unia,1,PSOE,2.8239015023156e-05,1,1
antoniorico,1,PSOE,2.8239015023156e-05,1,1
formulatv,0.841094171756746,VOX,0.000135287485907554,3,8
sport,1,PSOE,8.4717045069468e-05,3,3
nomasvg,1,PSOE,2.8239015023156e-05,1,1
umn,1,PSOE,2.8239015023156e-05,1,1
coe,0.897687832107493,Cs,0.000576368876080692,2,6
iueuropa,0.953811192265891,Misc.,6.58197854274995e-05,1,2
lareplica,1,PSOE,2.8239015023156e-05,1,1
noticiasdegipuzkoa,0.975373629055743,EAJ-PNV,0.00696055684454756,3,15
mscbs,0.770566531112587,PsdeG-PSOE,0.00483403158233967,15,221
mun,0.864111774636386,Cs,0.000576368876080692,2,28
vidaweb,1,PSOE,2.8239015023156e-05,1,1
paper,0.910914510825331,PSOE,0.000677736360555744,24,44
revistanada,1,PSOE,2.8239015023156e-05,1,1
uned,0.966450613509437,UP,0.000101255569056298,1,2
agenteprovocador,0.966450613509437,UP,0.000101255569056298,1,2
errc,1,PSOE,2.8239015023156e-05,1,1
eslang,1,PSOE,2.8239015023156e-05,1,1
flamencoonfire,1,PSOE,2.8239015023156e-05,1,1
h2o,1,PSOE,2.8239015023156e-05,1,1
hartza,1,PSOE,2.8239015023156e-05,1,1
independent,0.9449700265502,PSC-PSOE,0.000311477962934122,2,4
informeraxen,1,PSOE,2.8239015023156e-05,1,1
liberation,0.965319947161495,Misc.,0.000329098927137498,5,7
msssi,0.887392748660809,PP,0.000155395325708603,5,10
mujeresvalientes,1,PSOE,2.8239015023156e-05,1,1
playgroundmag,1,PSOE,2.8239015023156e-05,1,1
poligonosursevilla,1,PSOE,2.8239015023156e-05,1,1
roma-service,1,PSOE,2.8239015023156e-05,1,1
romea,1,PSOE,5.6478030046312e-05,2,2
sevillaactualidad,0.896588121990384,UP,0.000101255569056298,1,5
educaciotransformadora,1,PSOE,2.8239015023156e-05,1,1
pretendemosgitanizarelmundo,0.994781603824399,ERC-S,0.000804289544235925,3,4
fundaciondescubre,1,PSOE,2.8239015023156e-05,1,1
vice,0.829779456340477,PSC-PSOE,0.000155738981467061,1,8
theobjective,0.78670986291447,PP,0.000497265042267529,16,31
sevillabuenasnoticias,1,PSOE,2.8239015023156e-05,1,1
deflamenco,1,PSOE,2.8239015023156e-05,1,1
gitanos,0.974790038069222,Cs,0.000864553314121038,3,9
granadahoy,0.815237025393157,UP,0.00141757796678817,14,43
lapandereta,1,PSOE,2.8239015023156e-05,1,1
masjerez,1,PSOE,2.8239015023156e-05,1,1
opensocietyfoundations,0.995161012063807,ECP-GUAYEM EL CANVI,0.000869565217391304,1,2
telegraph,0.74578373372474,JxCat-JUNTS,0.000431778929188256,1,15
utreraonline,1,PSOE,2.8239015023156e-05,1,1
aragonpsoe,1,PSOE,0.000338868180277872,12,12
huescalamagia,1,PSOE,2.8239015023156e-05,1,1
curvaenaragon,1,PSOE,0.000875409465717836,31,31
antarie,1,PSOE,2.8239015023156e-05,1,1
rondasomontano,1,PSOE,8.4717045069468e-05,3,3
movimientoeuropeo,1,PSOE,2.8239015023156e-05,1,1
sepe,0.956169144622514,PSOE,0.000254151135208404,9,10
diariodelaltoaragon,0.929962010924945,Cs,0.000288184438040346,1,6
eldiadigital,0.987992065241349,PSOE,0.00183553597650514,65,70
marcaespana,1,PSOE,5.6478030046312e-05,2,2
miguelangelotin,1,PSOE,0.00014119507511578,5,5
elperiodicodearagon,0.849391992112453,PSOE,0.00172257991641252,61,85
radiohuesca,1,PSOE,0.00056478030046312,20,20
somosliteraradio,1,PSOE,2.8239015023156e-05,1,1
caongd,1,PSOE,2.8239015023156e-05,1,1
psoecaceres,1,PSOE,0.000225912120185248,8,8
canalextremadura,0.955054943846179,PSOE,0.000225912120185248,8,11
elcuadernodeguillermo,1,PSOE,0.000112956060092624,4,4
juntaex,1,PSOE,2.8239015023156e-05,1,1
mpr,0.985909494711383,PSC-PSOE,0.00249182370347298,16,21
socialistas-parlamentoeuropeo,0.952013224948938,PSC-PSOE,0.000311477962934122,2,7
educarex,1,PSOE,0.00014119507511578,5,5
canalsur,0.883245355744886,PSOE,0.000508302270416808,18,26
agenda2030,1,PSOE,0.000225912120185248,8,8
buzzfeed,0.973229793158884,ERC-S,0.000268096514745308,1,3
psoeextremadura,1,PSOE,0.000169434090138936,6,6
la999,0.993314361323696,PP,0.000621581302834411,20,21
elimparcial,0.979766219849932,PP,0.000186474390850323,6,7
ppcv,1,PP,0.00127424167081054,41,41
gppopular,1,PP,0.00537667826951765,173,173
tucomarca,1,PP,3.10790651417205e-05,1,1
xn--espaoles-g3a,1,PP,3.10790651417205e-05,1,1
7televalencia,0.959765703791225,Misc.,0.000263279141709998,4,7
apuntmedia,0.837598052363176,Misc.,0.000460738497992497,7,15
avaasaja,1,PP,3.10790651417205e-05,1,1
capitalradiocv,1,PP,0.000124316260566882,4,4
castellonplaza,0.879102242382874,UP,0.000405022276225192,4,13
elmeridiano,1,PP,6.21581302834411e-05,2,2
esradiovalencia,1,PP,6.21581302834411e-05,2,2
