K,url_core,gini,N_url
20,avenir-suisse,0.549223490103615,5
20,aargauerzeitung,0.260797847604074,500
20,bernerzeitung,0.26323175033948,90
20,watson,0.186881261018573,203
20,tagesanzeiger,0.207744453211088,1260
20,nzz,0.197552187152459,106
20,blick,0.248031106275514,811
20,parlament,0.375423355869287,27
20,tagblatt,0.223085056176719,89
20,20min,0.195988186376182,277
20,sueddeutsche,0.353116751133889,26
20,srf,0.246841051360223,378
20,michael-toengi,0.408200938290045,11
20,bazonline,0.251823878576574,135
20,mueller-altermatt,0.54204646180078,7
20,nau,0.216084702896009,137
20,shaz,0.751743261452091,1
20,admin,0.382068999863396,121
20,cvp,0.32184502178468,54
20,juso,0.467810116932,6
20,isoc,0.755056469993125,1
20,gamblingcompliance,0.920003155623467,1
20,letemps,0.958390524766897,6
20,lesobservateurs,1,1
20,rogernordmann,0.56769911709262,72
20,grunliberale,0.489060349040606,29
20,luzernerzeitung,0.22037961314505,88
20,suedostschweiz,0.35451173635968,16
20,tichyseinblick,0.492992150461104,4
20,limmattalerzeitung,0.394593748964271,7
20,actionsprout,0.353776826452267,20
20,bzbasel,0.289614459042264,49
20,sp-ps,0.309426134490592,168
20,swissinfo,0.212505903470415,29
20,spiegel,0.315321779874868,62
20,handelszeitung,0.309340451633743,32
20,auns,0.484581984544163,20
20,fdp,0.451553855260036,25
20,derbund,0.229960937631395,139
20,barrile,0.599375722750953,3
20,jungfreisinnige,0.824635420347961,5
20,zentralplus,0.498138400911462,15
20,cleanthinking,0.812768018340783,1
20,persoenlich,0.385768742906103,15
20,tsri,0.350894907656775,8
20,woz,0.219447231649057,55
20,republik,0.261940710074112,92
20,sga-aspe,0.787123071821843,2
20,facebook,0.159963084512208,63
20,medienwoche,0.501387348834146,4
20,beobachter,0.348478146817985,14
20,welt,0.32612928484361,63
20,andrisilberschmidt,0.3801368969924,15
20,focus,0.389112855675114,20
20,paulrechsteiner,0.777631054783142,2
20,digitale-gesellschaft,0.42961907230934,23
20,migrosmagazin,0.602926543505309,2
20,fabianmolina,0.510050203868382,9
20,solothurnerzeitung,0.32077867441653,23
20,zdf,0.627718108942944,5
20,ref,0.754460042735615,1
20,vera-lengsfeld,0.836992178865277,1
20,wordpress,0.516640900819707,7
20,tageswoche,0.321242431129617,14
20,weltwoche,0.293096004602287,44
20,chezmamapoule,0.756341631287935,2
20,phoenix,0.877371351993212,2
20,economiesuisse,0.606563417487519,7
20,bild,0.417443906202868,14
20,freiepresse,0.939467943287875,1
20,zofingertagblatt,0.425457557581708,16
20,graubuenden,0.775752600501221,1
20,ndr,0.792399247574151,1
20,handelsblatt,0.454507390026576,10
20,klima-allianz,0.82485232946593,2
20,amnesty,0.611263526592783,10
20,turi2,0.77887223778271,1
20,zsz,0.594423409624578,7
20,ee-news,0.574169007045838,4
20,robert-habeck,0.746824489212861,1
20,bbc,0.971412082636466,4
20,toponline,0.64225486180367,7
20,deutschlandfunk,0.523335452524384,5
20,swissuniversities,0.788406167443946,1
20,pszeitung,0.331601432770457,14
20,pressetext,0.809996198184176,1
20,24heures,0.991614413048395,7
20,daslamm,0.568377816002591,6
20,mailchi,0.361157637958165,8
20,campax,0.353883539166511,22
20,heise,0.465416493532726,7
20,vox,0.996567884186546,2
20,landbote,0.470917382113811,14
20,primenews,0.8188529399578,2
20,oltnertagblatt,0.432545950362279,6
20,rwkl,0.942825766988338,4
20,tagesschau,0.604713323496893,8
20,swissolar,0.991308062149901,3
20,coopzeitung,0.798767346654914,1
20,bdp,0.504589327539678,24
20,eric-nussbaumer,0.860028747953821,16
20,svp,0.416430749638563,28
20,rts,0.952168828141999,10
20,wwf,0.737355034817176,2
20,schweizermonat,0.687338906182969,2
20,lto,0.799579783757323,1
20,workzeitung,0.646979827065145,3
20,matthiaszehnder,0.654379095363146,4
20,dieostschweiz,0.824733939991261,3
20,juerg-grossen,0.429163123778607,4
20,uebermedien,0.813871617509324,1
20,verfassungsblog,0.618634593551569,2
20,tagesspiegel,0.438782012143643,7
20,zersiedelung-stoppen,0.798935960972093,1
20,bote,0.608255589442465,3
20,insideparadeplatz,0.514088966788035,9
20,gruene,0.496816262330607,51
20,jungfrauzeitung,0.570685000279603,8
20,infosperber,0.272755528234469,23
20,taz,0.425042830663873,7
20,steigerlegal,0.693025770534087,8
20,dw,0.555357478177833,4
20,weforum,1,2
20,der-postillon,0.470139698075808,11
20,dailymail,0.995952612100877,2
20,fr,0.534545446334749,4
20,barbaraschaffner,0.594659375285671,7
20,espazium,0.916366684221438,5
20,swissmem,0.812020825244765,1
20,freiburger-nachrichten,0.499927175346217,3
20,roland-fischer,0.536113104718849,7
20,sven-giegold,0.639424443073704,2
20,lustat,0.767938232719209,1
20,radiolac,1,1
20,presseportal,0.393899241542308,6
20,100frauen,0.660366023179683,1
20,telebasel,0.486712579688223,4
20,ideaschweiz,0.792270230093265,2
20,ethz,0.539540440245929,10
20,1815,0.571241960732302,3
20,lienseurope,0.989977267401874,3
20,cvp-zh,0.720685851438607,1
20,audiatur-online,0.891397576746033,2
20,cash,0.427729484515313,5
20,project-syndicate,0.978697643138752,1
20,finews,0.477732384508735,3
20,cedricwermuth,0.565784512109313,6
20,electroverse,1,1
20,nasa,1,1
20,arbeitgeber,0.704087929725866,2
20,medium,1,1
20,derstandard,0.790472384482355,4
20,europa,0.74067270076505,2
20,wikipedia,0.572451042793946,7
20,morgenpost,0.812887241332406,1
20,eawag,0.948102034854083,1
20,telezueri,0.549792060929203,7
20,balthasar-glaettli,0.481538450112021,47
20,naturwissenschaften,0.80733676156681,2
20,trust,1,1
20,hetaera,0.743612642881994,1
20,12app,0.470442377303025,9
20,energeiaplus,0.540148906277958,3
20,neues-deutschland,0.611197017902861,2
20,diepresse,0.606590121209888,3
20,fraunhofer,0.764944735696711,1
20,schweizamwochenende,0.699738897297964,3
20,badenertagblatt,0.665167485703838,6
20,wemakeit,0.439887553388082,15
20,progressivepost,0.990371200115195,1
20,theguardian,0.98350596886759,8
20,kleinreport,0.555595904657205,2
20,frauen-gegen-das-entwaffnungsdiktat,0.682778433129408,1
20,badran,0.754082306376469,9
20,unenvironment,1,1
20,grundrechte,0.780652692645483,1
20,telebaern,0.618651538234727,3
20,beatflach,0.778540825023953,1
20,eu-diktat-nein,0.632045502000461,1
20,bkw,0.856444675037454,2
20,wix,0.612875893522923,1
20,linth24,0.446259596782696,2
20,change,0.477321678271366,16
20,matteameyer,0.681306600531996,2
20,klimawahl,0.534973339850655,7
20,axpoenergiedialog,0.739256552812338,1
20,empa,0.82132549991789,1
20,wirtschaftregional,0.790931766540275,1
20,ffm-online,0.855000513283278,1
20,spkantonzh,0.448819882902661,5
20,inside-it,0.509140950276528,4
20,unicef,1,1
20,hanfjournal,0.808721727705641,1
20,augsburger-allgemeine,0.713017866107821,1
