url_core,party_short,N_url,N,rel_party,rel_core,rel_core_centered
blick,Misc.,2181,32,0.00711743772241993,0.0216845295367835,0.0975803829155256
blick,BDP,2181,167,0.0795238095238095,0.242283313707771,0.573784363960621
blick,EVP,2181,12,0.0331491712707182,0.10099479778734,0.454476590043028
blick,GLP,2181,164,0.0204132437142146,0.0621925478698736,0.279866465414431
blick,CVP,2181,337,0.0372375690607735,0.113450822847778,0.501316087851875
blick,GPS,2181,209,0.0227173913043478,0.0692125399546606,0.311456429795973
blick,FDP,2181,237,0.0409397132492659,0.124730058175952,0.507660657723973
blick,SP,2181,539,0.0320718790908009,0.0977126371269691,0.439706867071361
blick,SVP,2181,484,0.0550563075873052,0.167738752992873,0.531853048558491
tdg,Misc.,111,2,0.000444839857651246,0.0314604864757617,0.141572189140928
tdg,BDP,111,9,0.00428571428571429,0.30309931541791,0.607993364922574
tdg,EVP,111,0,0,0,0
tdg,GLP,111,4,0.000497883993029624,0.0352119360704567,0.158453712317055
tdg,CVP,111,1,0.000110497237569061,0.00781471531464225,0.0351662189158901
tdg,GPS,111,17,0.00184782608695652,0.130684125125838,0.511009820383284
tdg,FDP,111,7,0.00120918984280532,0.0855177431650693,0.384829844242812
tdg,SP,111,43,0.00255861002023087,0.180953020629122,0.539286074103881
tdg,SVP,111,28,0.00318507564554658,0.2252586578012,0.564207995013175
lesobservateurs,Misc.,39,8,0.00177935943060498,0.332508985338911,0.624536304253137
lesobservateurs,BDP,39,0,0,0,0
lesobservateurs,EVP,39,0,0,0,0
lesobservateurs,GLP,39,0,0,0,0
lesobservateurs,CVP,39,1,0.000110497237569061,0.0206486242829246,0.0929188092731608
lesobservateurs,GPS,39,2,0.000217391304347826,0.0406239238609713,0.182807657374371
lesobservateurs,FDP,39,1,0.000172741406115046,0.0322801951564118,0.145260878203853
lesobservateurs,SP,39,0,0,0,0
lesobservateurs,SVP,39,27,0.00307132294391992,0.573938271360782,0.76034027764044
20min,Misc.,938,6,0.00133451957295374,0.0106938903526425,0.0481225065868913
20min,BDP,938,27,0.0128571428571429,0.103027995054602,0.463625977745707
20min,EVP,938,4,0.0110497237569061,0.088544624356318,0.398450809603431
20min,GLP,938,84,0.0104555638536221,0.0837834496336482,0.377025523351417
20min,CVP,938,86,0.00950276243093923,0.0761483769464335,0.342667696258951
20min,GPS,938,120,0.0130434782608696,0.104521154403219,0.470345194814485
20min,FDP,938,98,0.0169286577992745,0.135654218935254,0.51380549815108
20min,SP,938,161,0.00957991193621326,0.0767665981901542,0.345449691855694
20min,SVP,938,352,0.0400409509725856,0.320859692127729,0.617983576821848
letemps,Misc.,480,1,0.000222419928825623,0.00392374510069781,0.0176568529531402
letemps,BDP,480,1,0.000476190476190476,0.00840055141558922,0.0378024813701515
letemps,EVP,480,1,0.00276243093922652,0.0487324805876723,0.219296162644525
letemps,GLP,480,25,0.00311177495643515,0.0548953135820804,0.247028911119362
letemps,CVP,480,25,0.00276243093922652,0.0487324805876723,0.219296162644525
letemps,GPS,480,126,0.013695652173913,0.241607163539664,0.573404029491061
letemps,FDP,480,117,0.0202107445154604,0.356540936743871,0.638054276918428
letemps,SP,480,138,0.00821135308818279,0.144857776998557,0.518982499561689
letemps,SVP,480,46,0.00523262427482653,0.0923095514441951,0.415392981498878
rts,Misc.,668,3,0.000667259786476868,0.00909498493640578,0.040927432213826
rts,BDP,668,9,0.00428571428571429,0.058415788962972,0.262871050333374
rts,EVP,668,0,0,0,0
rts,GLP,668,28,0.00348518795120737,0.0475043342326052,0.213769504046723
rts,CVP,668,74,0.0081767955801105,0.111452591833589,0.500192082906394
rts,GPS,668,184,0.02,0.272607015160536,0.590841446027801
rts,FDP,668,110,0.019001554672655,0.258997855136111,0.583186293514063
rts,SP,668,218,0.0129715577769844,0.176806882378308,0.536953871337798
rts,SVP,668,42,0.00477761346831987,0.0651205473594728,0.293042463117628
udc-ge,Misc.,2,0,0,0,0
udc-ge,BDP,2,0,0,0,0
udc-ge,EVP,2,0,0,0,0
udc-ge,GLP,2,0,0,0,0
udc-ge,CVP,2,0,0,0,0
udc-ge,GPS,2,0,0,0,0
udc-ge,FDP,2,0,0,0,0
udc-ge,SP,2,0,0,0,0
udc-ge,SVP,2,2,0.000227505403253327,1,1
tumblr,Misc.,7,0,0,0,0
tumblr,BDP,7,0,0,0,0
tumblr,EVP,7,0,0,0,0
tumblr,GLP,7,1,0.000124470998257406,0.168759151485763,0.532427022710742
tumblr,CVP,7,0,0,0,0
tumblr,GPS,7,3,0.000326086956521739,0.442112290120637,0.686188163192858
tumblr,FDP,7,0,0,0,0
tumblr,SP,7,1,5.95025586100202e-05,0.0806742248623479,0.363034011880566
tumblr,SVP,7,2,0.000227505403253327,0.308454333531252,0.61100556261133
facebook,Misc.,3659,283,0.0629448398576512,0.137705115925453,0.514959127708068
facebook,BDP,3659,7,0.00333333333333333,0.00729236986102283,0.0328156643746027
facebook,EVP,3659,0,0,0,0
facebook,GLP,3659,136,0.0169280557630072,0.0370336930955603,0.166651618930021
facebook,CVP,3659,1589,0.175580110497238,0.384118531795534,0.653566674134988
facebook,GPS,3659,280,0.0304347826086957,0.0665825074267302,0.299621283420286
facebook,FDP,3659,486,0.0839523233719122,0.183663417816053,0.54081067252153
facebook,SP,3659,294,0.0174937522313459,0.0382712734584204,0.172220730562892
facebook,SVP,3659,584,0.0664315777499716,0.145333090621226,0.51924986347444
udc,Misc.,15,0,0,0,0
udc,BDP,15,0,0,0,0
udc,EVP,15,0,0,0,0
udc,GLP,15,0,0,0,0
udc,CVP,15,0,0,0,0
udc,GPS,15,0,0,0,0
udc,FDP,15,0,0,0,0
udc,SP,15,0,0,0,0
udc,SVP,15,15,0.00170629052439995,1,1
100frauen,Misc.,3,0,0,0,0
100frauen,BDP,3,0,0,0,0
100frauen,EVP,3,0,0,0,0
100frauen,GLP,3,0,0,0,0
100frauen,CVP,3,0,0,0,0
100frauen,GPS,3,0,0,0,0
100frauen,FDP,3,0,0,0,0
100frauen,SP,3,3,0.000178507675830061,1,1
100frauen,SVP,3,0,0,0,0
hallowil,Misc.,7,0,0,0,0
hallowil,BDP,7,0,0,0,0
hallowil,EVP,7,0,0,0,0
hallowil,GLP,7,0,0,0,0
hallowil,CVP,7,0,0,0,0
hallowil,GPS,7,0,0,0,0
hallowil,FDP,7,0,0,0,0
hallowil,SP,7,3,0.000178507675830061,0.281771851661912,0.595996666559826
hallowil,SVP,7,4,0.000455010806506655,0.718228148338088,0.841503333440174
nzz,Misc.,2903,28,0.00622775800711744,0.0155700396988566,0.0700651786448546
nzz,BDP,2903,117,0.0557142857142857,0.139291481681444,0.515851458445813
nzz,EVP,2903,9,0.0248618784530387,0.0621572697686003,0.279707713958701
nzz,GLP,2903,667,0.0830221558376898,0.207563983828557,0.554254740903563
nzz,CVP,2903,507,0.0560220994475138,0.140061047878579,0.516284339431701
nzz,GPS,2903,229,0.0248913043478261,0.0622308375516598,0.280038768982469
nzz,FDP,2903,386,0.0666781827604077,0.166702359250419,0.531270077078361
nzz,SP,2903,491,0.0292157562775199,0.0730424150317384,0.328690867642823
nzz,SVP,2903,469,0.0533500170629052,0.133380565310146,0.512526567986957
sp-ps,Misc.,595,0,0,0,0
sp-ps,BDP,595,1,0.000476190476190476,0.0131859782754185,0.0593369022393831
sp-ps,EVP,595,0,0,0,0
sp-ps,GLP,595,2,0.000248941996514812,0.00689334189155559,0.0310200385120001
sp-ps,CVP,595,0,0,0,0
sp-ps,GPS,595,0,0,0,0
sp-ps,FDP,595,0,0,0,0
sp-ps,SP,595,589,0.0350470070213019,0.970471053722784,0.983389967719066
sp-ps,SVP,595,3,0.000341258104879991,0.00944962611024188,0.0425233174960885
tagblatt,Misc.,455,2,0.000444839857651246,0.00887031843462646,0.0399164329558191
tagblatt,BDP,455,7,0.00333333333333333,0.0664682528034676,0.299107137615604
tagblatt,EVP,455,0,0,0,0
tagblatt,GLP,455,23,0.00286283295992034,0.0570862514742253,0.256888131634014
tagblatt,CVP,455,61,0.00674033149171271,0.1344054172711,0.513103047214994
tagblatt,GPS,455,63,0.00684782608695652,0.136548910650602,0.514308762240964
tagblatt,FDP,455,18,0.00310934531007082,0.0620018250369192,0.279008212666136
tagblatt,SP,455,95,0.00565274306795192,0.112718386582103,0.500904092452433
tagblatt,SVP,455,186,0.0211580025025594,0.421900637746956,0.674819108732663
tagesanzeiger,Misc.,3391,67,0.0149021352313167,0.0340530346626065,0.153238655981729
tagesanzeiger,BDP,3391,169,0.0804761904761905,0.183897036314714,0.540942082927027
tagesanzeiger,EVP,3391,10,0.0276243093922652,0.0631246160810912,0.28406077236491
tagesanzeiger,GLP,3391,593,0.0738113019666418,0.168667025587049,0.532375201892715
tagesanzeiger,CVP,3391,271,0.0299447513812155,0.0684270838319029,0.307921877243563
tagesanzeiger,GPS,3391,573,0.0622826086956522,0.142322680600396,0.517556507837723
tagesanzeiger,FDP,3391,267,0.0461219554327172,0.105393792411501,0.474272065851754
tagesanzeiger,SP,3391,1133,0.0674163989051529,0.154053961604161,0.52415535340234
tagesanzeiger,SVP,3391,308,0.0350358321010124,0.0800607689065788,0.360273460079605
admin,Misc.,665,2,0.000444839857651246,0.00599251967093988,0.0269663385192295
admin,BDP,665,11,0.00523809523809524,0.070563345915715,0.317535056620717
admin,EVP,665,1,0.00276243093922652,0.0372132160781018,0.167459472351458
admin,GLP,665,112,0.0139407518048295,0.187798435731959,0.543136620099227
admin,CVP,665,109,0.0120441988950276,0.162249622100524,0.528765412431545
admin,GPS,665,73,0.00793478260869565,0.106890918269556,0.481009132213004
admin,FDP,665,67,0.0115736742097081,0.155911097384398,0.525199992278724
admin,SP,665,234,0.0139235987147447,0.187567363295481,0.543006641853708
admin,SVP,665,56,0.00637015129109316,0.085813481553325,0.386160666989963
pszeitung,Misc.,66,0,0,0,0
pszeitung,BDP,66,0,0,0,0
pszeitung,EVP,66,0,0,0,0
pszeitung,GLP,66,0,0,0,0
pszeitung,CVP,66,0,0,0,0
pszeitung,GPS,66,12,0.00130434782608696,0.288733120296877,0.599912380166993
pszeitung,FDP,66,0,0,0,0
pszeitung,SP,66,54,0.00321313816494109,0.711266879703123,0.837587619833007
pszeitung,SVP,66,0,0,0,0
paulrechsteiner,Misc.,8,0,0,0,0
paulrechsteiner,BDP,8,0,0,0,0
paulrechsteiner,EVP,8,0,0,0,0
paulrechsteiner,GLP,8,0,0,0,0
paulrechsteiner,CVP,8,0,0,0,0
paulrechsteiner,GPS,8,0,0,0,0
paulrechsteiner,FDP,8,0,0,0,0
paulrechsteiner,SP,8,8,0.000476020468880162,1,1
paulrechsteiner,SVP,8,0,0,0,0
sgb,Misc.,31,0,0,0,0
sgb,BDP,31,0,0,0,0
sgb,EVP,31,0,0,0,0
sgb,GLP,31,2,0.000248941996514812,0.109681792813029,0.493568067658631
sgb,CVP,31,0,0,0,0
sgb,GPS,31,6,0.000652173913043478,0.287342453302134,0.59913012998245
sgb,FDP,31,0,0,0,0
sgb,SP,31,23,0.00136855884803047,0.602975753884837,0.776673861560221
sgb,SVP,31,0,0,0,0
marco,Misc.,4,0,0,0,0
marco,BDP,4,0,0,0,0
marco,EVP,4,0,0,0,0
marco,GLP,4,1,0.000124470998257406,0.29905275919468,0.605717177047007
marco,CVP,4,0,0,0,0
marco,GPS,4,0,0,0,0
marco,FDP,4,1,0.000172741406115046,0.415026752007265,0.670952548004087
marco,SP,4,2,0.00011900511722004,0.285920488798055,0.598330274948906
marco,SVP,4,0,0,0,0
campaign-archive,Misc.,18,0,0,0,0
campaign-archive,BDP,18,0,0,0,0
campaign-archive,EVP,18,0,0,0,0
campaign-archive,GLP,18,5,0.00062235499128703,0.352144839384402,0.635581472153726
campaign-archive,CVP,18,1,0.000110497237569061,0.0625222461793212,0.281350107806946
campaign-archive,GPS,18,1,0.000108695652173913,0.0615028617307453,0.276762877788354
campaign-archive,FDP,18,0,0,0,0
campaign-archive,SP,18,6,0.000357015351660121,0.202008685441934,0.551129885561088
campaign-archive,SVP,18,5,0.000568763508133318,0.321821367263598,0.618524519085774
sonntagszeitung,Misc.,48,1,0.000222419928825623,0.0217117433080506,0.0977028448862278
sonntagszeitung,BDP,48,6,0.00285714285714286,0.278902851179987,0.594382853788743
sonntagszeitung,EVP,48,1,0.00276243093922652,0.26965745279833,0.589182317199061
sonntagszeitung,GLP,48,7,0.000871296987801842,0.085052524942864,0.382736362242888
sonntagszeitung,CVP,48,1,0.000110497237569061,0.0107862981119332,0.0485383415036995
sonntagszeitung,GPS,48,15,0.0016304347826087,0.159156518336406,0.527025541564228
sonntagszeitung,FDP,48,4,0.000690965624460183,0.0674492989552569,0.303521845298656
sonntagszeitung,SP,48,7,0.000416517910270142,0.0406588114596554,0.182964651568449
sonntagszeitung,SVP,48,6,0.000682516209759982,0.0666245009075161,0.299810254083822
change,Misc.,78,1,0.000222419928825623,0.0275850048008937,0.124132521604022
change,BDP,78,0,0,0,0
change,EVP,78,0,0,0,0
change,GLP,78,2,0.000248941996514812,0.0308743294958472,0.138934482731312
change,CVP,78,13,0.00143646408839779,0.178153410011341,0.537711293131379
change,GPS,78,38,0.0041304347826087,0.512265532632944,0.725649362106031
change,FDP,78,0,0,0,0
change,SP,78,13,0.000773533261930263,0.0959352826730117,0.431708772028553
change,SVP,78,11,0.0012512797178933,0.155186440385963,0.524792372717104
fb,Misc.,64,10,0.00222419928825623,0.260705973133852,0.584147109887792
fb,BDP,64,0,0,0,0
fb,EVP,64,0,0,0,0
fb,GLP,64,0,0,0,0
fb,CVP,64,29,0.00320441988950276,0.375600967967781,0.648775544481877
fb,GPS,64,2,0.000217391304347826,0.0254811751132565,0.114665288009654
fb,FDP,64,11,0.0019001554672655,0.222723693337499,0.562782077502343
fb,SP,64,7,0.000416517910270142,0.0488214827232453,0.219696672254604
fb,SVP,64,5,0.000568763508133318,0.0666667077243658,0.300000184759646
fluechtlings-manifest,Misc.,11,0,0,0,0
fluechtlings-manifest,BDP,11,0,0,0,0
fluechtlings-manifest,EVP,11,0,0,0,0
fluechtlings-manifest,GLP,11,0,0,0,0
fluechtlings-manifest,CVP,11,0,0,0,0
fluechtlings-manifest,GPS,11,2,0.000217391304347826,0.288733120296877,0.599912380166993
fluechtlings-manifest,FDP,11,0,0,0,0
fluechtlings-manifest,SP,11,9,0.000535523027490182,0.711266879703123,0.837587619833007
fluechtlings-manifest,SVP,11,0,0,0,0
barbara-gysi,Misc.,19,0,0,0,0
barbara-gysi,BDP,19,0,0,0,0
barbara-gysi,EVP,19,0,0,0,0
barbara-gysi,GLP,19,0,0,0,0
barbara-gysi,CVP,19,0,0,0,0
barbara-gysi,GPS,19,0,0,0,0
barbara-gysi,FDP,19,0,0,0,0
barbara-gysi,SP,19,19,0.00113054861359038,1,1
barbara-gysi,SVP,19,0,0,0,0
tvo-online,Misc.,17,0,0,0,0
tvo-online,BDP,17,0,0,0,0
tvo-online,EVP,17,0,0,0,0
tvo-online,GLP,17,0,0,0,0
tvo-online,CVP,17,0,0,0,0
tvo-online,GPS,17,0,0,0,0
tvo-online,FDP,17,2,0.000345482812230092,0.188297329730796,0.543417247973573
tvo-online,SP,17,4,0.000238010234440081,0.129721913817872,0.510468576522553
tvo-online,SVP,17,11,0.0012512797178933,0.681980756451333,0.821114175503875
schweiz-pro-regenwald,Misc.,1,0,0,0,0
schweiz-pro-regenwald,BDP,1,0,0,0,0
schweiz-pro-regenwald,EVP,1,0,0,0,0
schweiz-pro-regenwald,GLP,1,0,0,0,0
schweiz-pro-regenwald,CVP,1,0,0,0,0
schweiz-pro-regenwald,GPS,1,0,0,0,0
schweiz-pro-regenwald,FDP,1,0,0,0,0
schweiz-pro-regenwald,SP,1,1,5.95025586100202e-05,1,1
schweiz-pro-regenwald,SVP,1,0,0,0,0
swissinfo,Misc.,125,4,0.000889679715302491,0.0558652551095128,0.251393647992808
swissinfo,BDP,125,7,0.00333333333333333,0.209308489143641,0.555236025143298
swissinfo,EVP,125,0,0,0,0
swissinfo,GLP,125,25,0.00311177495643515,0.195396274405939,0.54741040435334
swissinfo,CVP,125,14,0.00154696132596685,0.0971376413705297,0.437119386167384
swissinfo,GPS,125,6,0.000652173913043478,0.0409516609194081,0.184282474137336
swissinfo,FDP,125,13,0.0022456382794956,0.141009346633305,0.516817757481234
swissinfo,SP,125,41,0.00243960490301083,0.153189004906985,0.523668815260179
swissinfo,SVP,125,15,0.00170629052439995,0.10714232751068,0.482140473798059
luzernerzeitung,Misc.,338,4,0.000889679715302491,0.0194368382065068,0.0874657719292805
luzernerzeitung,BDP,338,13,0.00619047619047619,0.135243371368322,0.513574396394681
luzernerzeitung,EVP,338,1,0.00276243093922652,0.0603508457019713,0.271578805658871
luzernerzeitung,GLP,338,53,0.00659696290764252,0.144123889175756,0.518569687661363
luzernerzeitung,CVP,338,49,0.00541436464088398,0.118287657575864,0.504036807386424
luzernerzeitung,GPS,338,55,0.00597826086956522,0.130607101948505,0.510966494846034
luzernerzeitung,FDP,338,22,0.00380031093453101,0.0830254163362411,0.373614373513085
luzernerzeitung,SP,338,35,0.00208258955135071,0.0454983467240258,0.204742560258116
luzernerzeitung,SVP,338,106,0.0120577863724263,0.263426532962808,0.585677424791579
parlament,Misc.,1455,22,0.0048932384341637,0.0282914396316306,0.127311478342338
parlament,BDP,1455,64,0.0304761904761905,0.176205454661557,0.536615568247126
parlament,EVP,1455,0,0,0,0
parlament,GLP,1455,255,0.0317401045556385,0.183513079123226,0.540726107006814
parlament,CVP,1455,262,0.0289502762430939,0.167383013043489,0.531652944836962
parlament,GPS,1455,189,0.0205434782608696,0.118777080426583,0.504312107739953
parlament,FDP,1455,110,0.019001554672655,0.109862076855943,0.494379345851746
parlament,SP,1455,471,0.0280257051053195,0.162037381744007,0.528646027231004
parlament,SVP,1455,82,0.00932772153338642,0.0539304745135652,0.242687135311043
neuewege,Misc.,3,0,0,0,0
neuewege,BDP,3,0,0,0,0
neuewege,EVP,3,0,0,0,0
neuewege,GLP,3,0,0,0,0
neuewege,CVP,3,0,0,0,0
neuewege,GPS,3,1,0.000108695652173913,0.477361813327274,0.706016019996592
neuewege,FDP,3,0,0,0,0
neuewege,SP,3,2,0.00011900511722004,0.522638186672726,0.731483980003409
neuewege,SVP,3,0,0,0,0
bezahlbare-wohnungen,Misc.,12,1,0.000222419928825623,0.207148824708636,0.554021213898608
bezahlbare-wohnungen,BDP,12,0,0,0,0
bezahlbare-wohnungen,EVP,12,0,0,0,0
bezahlbare-wohnungen,GLP,12,0,0,0,0
bezahlbare-wohnungen,CVP,12,0,0,0,0
bezahlbare-wohnungen,GPS,12,4,0.000434782608695652,0.404930919952187,0.665273642473105
bezahlbare-wohnungen,FDP,12,0,0,0,0
bezahlbare-wohnungen,SP,12,7,0.000416517910270142,0.387920255339177,0.655705143628287
bezahlbare-wohnungen,SVP,12,0,0,0,0
wat,Misc.,214,0,0,0,0
wat,BDP,214,37,0.0176190476190476,0.485619053465543,0.710660717574368
wat,EVP,214,0,0,0,0
wat,GLP,214,62,0.00771720189195917,0.212702772545108,0.557145309556623
wat,CVP,214,15,0.00165745856353591,0.0456831422552325,0.205574140148546
wat,GPS,214,35,0.00380434782608696,0.104856052966267,0.471852238348203
wat,FDP,214,9,0.00155467265503541,0.0428501403430493,0.192825631543722
wat,SP,214,45,0.00267761513745091,0.0738008635147901,0.332103885816556
wat,SVP,214,11,0.0012512797178933,0.0344879749100095,0.155195887095043
day-of-decision,Misc.,15,0,0,0,0
day-of-decision,BDP,15,0,0,0,0
day-of-decision,EVP,15,0,0,0,0
day-of-decision,GLP,15,0,0,0,0
day-of-decision,CVP,15,0,0,0,0
day-of-decision,GPS,15,0,0,0,0
day-of-decision,FDP,15,0,0,0,0
day-of-decision,SP,15,15,0.000892538379150304,1,1
day-of-decision,SVP,15,0,0,0,0
infosperber,Misc.,127,5,0.00111209964412811,0.0861252398568513,0.387563579355831
infosperber,BDP,127,2,0.000952380952380952,0.0737560149326483,0.331902067196917
infosperber,EVP,127,0,0,0,0
infosperber,GLP,127,19,0.00236494896689071,0.18315067188279,0.540522252934069
infosperber,CVP,127,4,0.000441988950276243,0.0342293107974721,0.154031898588625
infosperber,GPS,127,27,0.00293478260869565,0.227280763406585,0.565345429416204
infosperber,FDP,127,4,0.000690965624460183,0.0535110144614135,0.240799565076361
infosperber,SP,127,57,0.00339164584077115,0.26266199534208,0.58524737237992
infosperber,SVP,127,9,0.00102377431463997,0.07928498932016,0.35678245194072
juso,Misc.,73,0,0,0,0
juso,BDP,73,0,0,0,0
juso,EVP,73,0,0,0,0
juso,GLP,73,0,0,0,0
juso,CVP,73,0,0,0,0
juso,GPS,73,0,0,0,0
juso,FDP,73,0,0,0,0
juso,SP,73,73,0.00434368677853148,1,1
juso,SVP,73,0,0,0,0
laliberte,Misc.,71,1,0.000222419928825623,0.0328657905871812,0.147896057642315
laliberte,BDP,71,0,0,0,0
laliberte,EVP,71,0,0,0,0
laliberte,GLP,71,5,0.00062235499128703,0.0919620329101112,0.413829148095501
laliberte,CVP,71,32,0.00353591160220994,0.522482544017562,0.731396431009879
laliberte,GPS,71,4,0.000434782608695652,0.0642454758608551,0.289104641373848
laliberte,FDP,71,2,0.000345482812230092,0.051050127648978,0.229725574420401
laliberte,SP,71,27,0.00160656908247055,0.237394028975313,0.571034141298613
laliberte,SVP,71,0,0,0,0
pvb,Misc.,3,0,0,0,0
pvb,BDP,3,0,0,0,0
pvb,EVP,3,0,0,0,0
pvb,GLP,3,1,0.000124470998257406,0.511224676035773,0.725063880270122
pvb,CVP,3,0,0,0,0
pvb,GPS,3,0,0,0,0
pvb,FDP,3,0,0,0,0
pvb,SP,3,2,0.00011900511722004,0.488775323964227,0.712436119729878
pvb,SVP,3,0,0,0,0
reclaim-democracy,Misc.,7,0,0,0,0
reclaim-democracy,BDP,7,0,0,0,0
reclaim-democracy,EVP,7,0,0,0,0
reclaim-democracy,GLP,7,0,0,0,0
reclaim-democracy,CVP,7,0,0,0,0
reclaim-democracy,GPS,7,0,0,0,0
reclaim-democracy,FDP,7,0,0,0,0
reclaim-democracy,SP,7,7,0.000416517910270142,1,1
reclaim-democracy,SVP,7,0,0,0,0
sbk-sg,Misc.,1,0,0,0,0
sbk-sg,BDP,1,0,0,0,0
sbk-sg,EVP,1,0,0,0,0
sbk-sg,GLP,1,0,0,0,0
sbk-sg,CVP,1,0,0,0,0
sbk-sg,GPS,1,0,0,0,0
sbk-sg,FDP,1,0,0,0,0
sbk-sg,SP,1,1,5.95025586100202e-05,1,1
sbk-sg,SVP,1,0,0,0,0
schweizer-illustrierte,Misc.,30,2,0.000444839857651246,0.108948919637496,0.490270138368733
schweizer-illustrierte,BDP,30,1,0.000476190476190476,0.116627224450044,0.50310281375315
schweizer-illustrierte,EVP,30,0,0,0,0
schweizer-illustrierte,GLP,30,0,0,0,0
schweizer-illustrierte,CVP,30,8,0.000883977900552486,0.216501366934887,0.559282018900874
schweizer-illustrierte,GPS,30,4,0.000434782608695652,0.106485726671779,0.479185770023005
schweizer-illustrierte,FDP,30,6,0.00103644843669027,0.253844019359224,0.580287260889564
schweizer-illustrierte,SP,30,4,0.000238010234440081,0.0582927933702467,0.26231757016611
schweizer-illustrierte,SVP,30,5,0.000568763508133318,0.139299949576323,0.515856221636682
socialeurope,Misc.,1,0,0,0,0
socialeurope,BDP,1,0,0,0,0
socialeurope,EVP,1,0,0,0,0
socialeurope,GLP,1,0,0,0,0
socialeurope,CVP,1,0,0,0,0
socialeurope,GPS,1,0,0,0,0
socialeurope,FDP,1,0,0,0,0
socialeurope,SP,1,1,5.95025586100202e-05,1,1
socialeurope,SVP,1,0,0,0,0
sp-sg,Misc.,6,0,0,0,0
sp-sg,BDP,6,0,0,0,0
sp-sg,EVP,6,0,0,0,0
sp-sg,GLP,6,0,0,0,0
sp-sg,CVP,6,0,0,0,0
sp-sg,GPS,6,0,0,0,0
sp-sg,FDP,6,0,0,0,0
sp-sg,SP,6,6,0.000357015351660121,1,1
sp-sg,SVP,6,0,0,0,0
srf,Misc.,1620,32,0.00711743772241993,0.0266323924978942,0.119845766240524
srf,BDP,1620,87,0.0414285714285714,0.155019547475243,0.524698495454824
srf,EVP,1620,24,0.0662983425414365,0.248078529013534,0.577044172570113
srf,GLP,1620,205,0.0255165546427682,0.0954791492308438,0.429656171538797
srf,CVP,1620,186,0.0205524861878453,0.0769043439941956,0.34606954797388
srf,GPS,1620,210,0.0228260869565217,0.0854118196359098,0.384353188361594
srf,FDP,1620,166,0.0286750734150976,0.107297856318602,0.482840353433709
srf,SP,1620,478,0.0284422230155897,0.106426564784368,0.478919541529654
srf,SVP,1620,232,0.026390626777386,0.0987497970494097,0.444374086722344
syndicom,Misc.,7,0,0,0,0
syndicom,BDP,7,0,0,0,0
syndicom,EVP,7,0,0,0,0
syndicom,GLP,7,1,0.000124470998257406,0.25851407475773,0.582914167051223
syndicom,CVP,7,0,0,0,0
syndicom,GPS,7,0,0,0,0
syndicom,FDP,7,0,0,0,0
syndicom,SP,7,6,0.000357015351660121,0.74148592524227,0.854585832948777
syndicom,SVP,7,0,0,0,0
ecorating,Misc.,59,1,0.000222419928825623,0.014158300087325,0.0637123503929624
ecorating,BDP,59,0,0,0,0
ecorating,EVP,59,4,0.0110497237569061,0.703378090526111,0.833150175920937
ecorating,GLP,59,9,0.00112023898431665,0.071309615973801,0.320893271882105
ecorating,CVP,59,0,0,0,0
ecorating,GPS,59,13,0.00141304347826087,0.0899482960330402,0.404767332148681
ecorating,FDP,59,0,0,0,0
ecorating,SP,59,32,0.00190408187552065,0.121205697379723,0.505678204776094
ecorating,SVP,59,0,0,0,0
watson,Misc.,464,11,0.00244661921708185,0.0345297626248929,0.155383931812018
watson,BDP,464,50,0.0238095238095238,0.336029897752205,0.626516817485615
watson,EVP,464,2,0.00552486187845304,0.0779737884286884,0.350882047929098
watson,GLP,464,90,0.0112023898431665,0.158102192370343,0.526432483208318
watson,CVP,464,36,0.00397790055248619,0.0561411276686557,0.25263507450895
watson,GPS,464,86,0.00934782608695652,0.131928259856626,0.511709646169352
watson,FDP,464,21,0.00362756952841596,0.0511968163443504,0.230385673549577
watson,SP,464,151,0.00898488635011305,0.126805998544834,0.508828374181469
watson,SVP,464,17,0.00193379592765328,0.0272921564094044,0.12281470384232
welt,Misc.,156,16,0.00355871886120996,0.181207106792024,0.539428997570513
welt,BDP,156,1,0.000476190476190476,0.0242472366707422,0.10911256501834
welt,EVP,156,0,0,0,0
welt,GLP,156,12,0.00149365197908887,0.0760555593854499,0.342250017234524
welt,CVP,156,27,0.00298342541436464,0.151913626434374,0.522951414869335
welt,GPS,156,9,0.000978260869565217,0.0498122579431552,0.224155160744199
welt,FDP,156,3,0.000518224218345137,0.0263875610685224,0.118744024808351
welt,SP,156,7,0.000416517910270142,0.0212087575306385,0.0954394088878733
welt,SVP,156,81,0.00921396883175975,0.469167894175094,0.70140694047349
zukunft,Misc.,1,0,0,0,0
zukunft,BDP,1,0,0,0,0
zukunft,EVP,1,0,0,0,0
zukunft,GLP,1,0,0,0,0
zukunft,CVP,1,0,0,0,0
zukunft,GPS,1,0,0,0,0
zukunft,FDP,1,0,0,0,0
zukunft,SP,1,1,5.95025586100202e-05,1,1
zukunft,SVP,1,0,0,0,0
zueriost,Misc.,29,0,0,0,0
zueriost,BDP,29,4,0.0019047619047619,0.419814353862471,0.67364557404764
zueriost,EVP,29,0,0,0,0
zueriost,GLP,29,8,0.000995767986059248,0.219469789173809,0.560951756410267
zueriost,CVP,29,0,0,0,0
zueriost,GPS,29,7,0.000760869565217391,0.167697581570063,0.531829889633161
zueriost,FDP,29,2,0.000345482812230092,0.0761452878831568,0.342653795474206
zueriost,SP,29,7,0.000416517910270142,0.0918016036204083,0.413107216291837
