url_core,gini_centered,max_party,rel_party,N_party,N_url
blick,0.331451743554085,BDP,0.0795238095238095,167,2181
tdg,0.564796586623354,BDP,0.00428571428571429,9,111
lesobservateurs,0.851702021084554,SVP,0.00307132294391992,27,39
20min,0.373483597728473,SVP,0.0400409509725856,352,938
letemps,0.586479066655803,FDP,0.0202107445154604,117,480
rts,0.537944642600821,GPS,0.02,184,668
udc-ge,1,SVP,0.000227505403253327,2,2
tumblr,0.778001172227544,GPS,0.000326086956521739,3,7
facebook,0.595404977141397,CVP,0.175580110497238,1589,3659
udc,1,SVP,0.00170629052439995,15,15
100frauen,1,SP,0.000178507675830061,3,3
hallowil,0.929557037084522,SVP,0.000455010806506655,4,7
nzz,0.32588013306695,GLP,0.0830221558376898,667,2903
sp-ps,0.986808685957358,SP,0.0350470070213019,589,595
tagblatt,0.568998305193671,SVP,0.0211580025025594,186,455
tagesanzeiger,0.287379725591159,BDP,0.0804761904761905,169,3391
admin,0.357939068524226,GLP,0.0139407518048295,112,665
pszeitung,0.927816719925781,SP,0.00321313816494109,54,66
paulrechsteiner,1,SP,0.000476020468880162,8,8
sgb,0.873323490267952,SP,0.00136855884803047,23,31
marco,0.782276565802302,FDP,0.000172741406115046,1,4
campaign-archive,0.710145769097897,GLP,0.00062235499128703,5,18
sonntagszeitung,0.517931694632976,BDP,0.00285714285714286,6,48
change,0.74056137980246,GPS,0.0041304347826087,38,78
fb,0.692788677639697,CVP,0.00320441988950276,29,64
fluechtlings-manifest,0.927816719925781,SP,0.000535523027490182,9,11
barbara-gysi,1,SP,0.00113054861359038,19,19
tvo-online,0.888064710658366,SVP,0.0012512797178933,11,17
schweiz-pro-regenwald,1,SP,5.95025586100202e-05,1,1
swissinfo,0.384771750472969,BDP,0.00333333333333333,7,125
luzernerzeitung,0.36730053583134,SVP,0.0120577863724263,106,338
parlament,0.364218685882648,GLP,0.0317401045556385,255,1455
neuewege,0.880659546668182,SP,0.00011900511722004,2,3
bezahlbare-wohnungen,0.799445523810888,GPS,0.000434782608695652,4,12
wat,0.688067852695438,BDP,0.0176190476190476,37,214
day-of-decision,1,SP,0.000892538379150304,15,15
infosperber,0.475362719740654,SP,0.00339164584077115,57,127
juso,1,SP,0.00434368677853148,73,73
laliberte,0.75435400352252,CVP,0.00353591160220994,32,71
pvb,0.877806169008943,GLP,0.000124470998257406,1,3
reclaim-democracy,1,SP,0.000416517910270142,7,7
sbk-sg,1,SP,5.95025586100202e-05,1,1
schweizer-illustrierte,0.459258997107994,FDP,0.00103644843669027,6,30
socialeurope,1,SP,5.95025586100202e-05,1,1
sp-sg,1,SP,0.000357015351660121,6,6
srf,0.293712411356153,EVP,0.0662983425414365,24,1620
syndicom,0.935371481310567,SP,0.000357015351660121,6,7
ecorating,0.857083915570874,EVP,0.0110497237569061,4,59
watson,0.459449003127071,BDP,0.0238095238095238,50,464
welt,0.665416850582181,SVP,0.00921396883175975,81,156
zukunft,1,SP,5.95025586100202e-05,1,1
zueriost,0.684948041460438,BDP,0.0019047619047619,4,29
actionsprout,0.869902762513402,SP,0.00220159466857075,37,43
bazonline,0.546663944400007,SVP,0.0229780457285861,202,408
sbi-nein,1,SP,5.95025586100202e-05,1,1
mailchi,0.628203426233158,GLP,0.00385860094597959,31,96
palliativ-schulung,1,SP,5.95025586100202e-05,1,1
reichen-bonus-nein,1,SP,0.00011900511722004,2,2
twitter,0.276251020790066,SP,0.303046531000833,5093,12784
wirtschaftsdemokratie,1,SP,0.000178507675830061,3,3
24heures,0.518706224752415,GLP,0.00585013691809808,47,231
aargauerzeitung,0.695927642918647,EVP,0.339779005524862,123,1600
blickamabend,0.630271173667984,GPS,0.000978260869565217,9,29
buzzfeednews,1,SP,0.00011900511722004,2,2
caritas,0.818612545743549,SP,0.000238010234440081,4,6
cash,0.639058277797433,BDP,0.00142857142857143,3,23
cvp,0.988802426348385,CVP,0.025524861878453,231,239
derbund,0.521350109904469,EVP,0.0386740331491713,14,487
dw,0.80423654516841,SP,0.000238010234440081,4,7
evenement,1,SP,5.95025586100202e-05,1,1
grenchnertagblatt,0.7849979521018,BDP,0.000476190476190476,1,6
loisurlesjeuxdargent-oui,1,SP,0.00011900511722004,2,2
nau,0.346547287074889,EVP,0.0110497237569061,4,308
republik,0.536974980650875,BDP,0.00523809523809524,11,179
sbk,0.912861462128847,Misc.,0.000222419928825623,1,3
suedostschweiz,0.81380043486446,BDP,0.0214285714285714,45,154
woz,0.698269521052413,SP,0.00505771748185172,85,140
youtube,0.353637866545933,SVP,0.0414059833921056,364,1312
zweimal-ja,0.905074910186612,EVP,0.00276243093922652,1,15
msn,0.471798966672183,SVP,0.000682516209759982,6,19
aee-kongress,1,GLP,0.000124470998257406,1,1
barbaraschaffner,0.988666116205169,GLP,0.00485436893203884,39,41
zentralplus,0.60715572417106,SVP,0.00352633375042657,31,96
bit,0.659138697852024,EVP,0.00552486187845304,2,74
swisscleantech,0.898616915166102,GLP,0.000871296987801842,7,12
aeesuisse,0.901066366135094,GLP,0.00062235499128703,5,8
amnesty,0.681815088855254,SP,0.00196358443413067,33,64
gruene,0.918677753292405,GPS,0.0246739130434783,227,247
wwf,0.791441199081837,GPS,0.00119565217391304,11,31
grunliberale,0.998765696881948,GLP,0.0219068956933035,176,177
bloomberg,0.597486739432027,GLP,0.00112023898431665,9,35
sciencealert,1,GLP,0.000124470998257406,1,1
umweltperspektiven,1,GLP,0.000124470998257406,1,1
dritte-generation,0.805496476602539,GLP,0.000124470998257406,1,3
energeiaplus,0.986031130028376,GLP,0.00186706497386109,15,16
zuonline,0.933153225708193,GLP,0.00286283295992034,23,31
limmattalerzeitung,0.453847718207301,EVP,0.00276243093922652,1,43
jzz,1,GLP,0.000124470998257406,1,1
photon,1,GLP,0.000248941996514812,2,2
tageswoche,0.622327418941503,Misc.,0.00556049822064057,25,92
zh,0.770516778392195,GLP,0.00522778192681105,42,80
spiegel,0.404229491787878,GLP,0.00435648493900921,35,165
schweizamwochenende,0.4242329914871,EVP,0.00276243093922652,1,59
docu,1,GLP,0.000248941996514812,2,2
zuerich-erneuerbar,0.969957370428539,GLP,0.000871296987801842,7,9
hslu,0.829362277487775,FDP,0.000172741406115046,1,3
grheute,0.881471420055863,CVP,0.0025414364640884,23,28
landbote,0.608601602518772,SP,0.00243960490301083,41,66
forume,1,GLP,0.000248941996514812,2,2
zehnder,0.955112232184801,SVP,0.000568763508133318,5,6
chgemeinden,0.788166971137584,FDP,0.000172741406115046,1,3
h2020-flow,1,GLP,0.000124470998257406,1,1
klimawahl,0.602164156307394,FDP,0.000863707030575229,5,20
linkis,0.875014092253767,GLP,0.0117002738361962,94,120
energie360,1,GLP,0.000124470998257406,1,1
marcorueegg,1,GLP,0.000124470998257406,1,1
milchkuh-nein,0.81602511311769,BDP,0.000476190476190476,1,5
sunpower,1,GLP,0.000124470998257406,1,1
nytimes,0.498819552378049,GPS,0.00315217391304348,29,75
oeku,0.883457119647209,GLP,0.000124470998257406,1,2
ft,0.714223660549745,SVP,0.000682516209759982,6,22
operation-libero,0.736247508710362,BDP,0.00333333333333333,7,34
climatechangenews,1,GLP,0.000124470998257406,1,1
handelsblatt,0.842233428878747,SVP,0.00216130133090661,19,33
prokultur-zuerich,1,GLP,0.000124470998257406,1,1
psi,0.941625250675735,GLP,0.000373412994772218,3,4
soz,0.558008345209297,GLP,0.00186706497386109,15,36
sumofus,1,GLP,0.000248941996514812,2,2
weforum,0.830553984102135,GLP,0.00435648493900921,35,52
ln,0.953504791888514,GLP,0.000497883993029624,4,5
bau-auslese,1,GLP,0.000124470998257406,1,1
baublatt,0.823144081976939,GLP,0.000248941996514812,2,4
bern,0.91000832982284,GLP,0.00261389096340553,21,30
bernerzeitung,0.464845580459675,EVP,0.0248618784530387,9,375
brasilienportal,1,GLP,0.000124470998257406,1,1
bzbasel,0.37559835954125,Misc.,0.00533807829181495,24,197
cleantech,0.924018309752591,GLP,0.000248941996514812,2,3
easyvote,0.644640877507625,FDP,0.000345482812230092,2,9
ekz,1,GLP,0.000248941996514812,2,2
local-energy,0.877806169008943,GLP,0.000124470998257406,1,3
es2050,0.783846755962743,BDP,0.000952380952380952,2,8
faktcheck,0.86346567366179,GLP,0.0021160069703759,17,22
faz,0.804413406465145,SVP,0.011147764759413,98,144
huffpost,0.805496476602539,GLP,0.000248941996514812,2,6
independent,0.65580227119187,SP,0.000595025586100202,10,23
industr,1,GLP,0.000124470998257406,1,1
jcvp,0.909925153276535,CVP,0.000220994475138122,2,3
joergmaeder,1,GLP,0.00448095593726662,36,36
josef-gemperle,1,GLP,0.000124470998257406,1,1
lokalinfo,0.89530130941185,FDP,0.000172741406115046,1,2
michaelzeugin,1,GLP,0.000248941996514812,2,2
n-tv,0.625964078239097,Misc.,0.000444839857651246,2,11
nationalgeographic,0.924018309752591,GLP,0.000248941996514812,2,3
otelfingen,1,GLP,0.000124470998257406,1,1
reuters,0.628936984047869,CVP,0.000773480662983425,7,24
sajv,0.854858021334855,SP,0.000535523027490182,9,13
savenergy-consulting,1,GLP,0.000124470998257406,1,1
schlorian,0.91417361451692,BDP,0.000476190476190476,1,3
schutz-der-ehe,1,GLP,0.000124470998257406,1,1
schutzderehe,1,GLP,0.000248941996514812,2,2
schweizerschulpreis,1,GLP,0.000124470998257406,1,1
sses,0.924018309752591,GLP,0.000248941996514812,2,3
sseszh,1,GLP,0.000124470998257406,1,1
sueddeutsche,0.388729021692713,GLP,0.00124470998257406,10,64
swissolar,0.939132513364336,SP,0.000773533261930263,13,15
swisspower,0.895597255431958,GLP,0.000248941996514812,2,5
taz,0.69799364494083,Misc.,0.000889679715302491,4,21
toponline,0.570839026220697,GLP,0.00112023898431665,9,34
uelifisch,0.924018309752591,GLP,0.000248941996514812,2,3
usatoday,0.882433856239757,GLP,0.000124470998257406,1,2
vcs-zh,1,GLP,0.000124470998257406,1,1
veloschuel,1,GLP,0.000124470998257406,1,1
werkezuerichsee,1,GLP,0.000124470998257406,1,1
zsz,0.699648980596222,CVP,0.00143646408839779,13,27
100jahreproporz,1,GLP,0.000124470998257406,1,1
campax,0.65533960148525,GPS,0.00271739130434783,25,53
